bidder_id,avg_avg_time_between_other_bids,avg_avg_time_between_own_bids,avg_avg_time_between_own_bids_second,avg_consecutive_bids_per_auction,avg_n_bids_per_auction,avg_whole_time_per_auction,max_avg_time_between_other_bids,max_avg_time_between_own_bids,max_avg_time_between_own_bids_second,max_n_bids_per_auction,min_avg_time_between_other_bids,min_avg_time_between_own_bids,min_avg_time_between_own_bids_second,min_n_bids_per_auction,n_auctions,n_auctions_won,n_bids,n_bids_first,n_countries,n_devices,n_ips,n_urls,var_avg_time_between_other_bids,var_n_bids_per_auction
392d936106b75256632c9dc83c4f1a169bke9,39489686716.75502,2852139022556.299,412142309941.57227,1.0273809523809523,2.7857142857142856,6050989473684.134,493414473684.25,15686736842105.0,3693315789474.0,11,61403508.833333336,5526315790.0,-2229815789473.5,1,28,0,78,0,5,26,66,2,1.596544563923697e+22,6.544973544973545
424aed9d807cfe0b2167cfdaa4957fc0heell,381578947.3333333,3273853801169.222,-5342105263.0,1.0,2.0,4921035087719.0,565789474.0,7314105263157.0,-5342105263.0,4,236842105.0,36684210526.0,-5342105263.0,1,5,0,10,0,1,3,8,3,2.822022170914128e+16,1.5
ef1d71dde32e587e761a1b39d5b374c7gk68y,183227956.25757575,1446419214703.4414,-300222055137.86194,1.0491228070175438,5.2,9442877192982.666,286184210.5,4139035087719.3335,823308270.7142857,22,60150376.0,81847117794.5238,-901484210526.4,1,10,0,52,0,9,14,14,9,1.3076474405149368e+16,58.400000000000006
1fcca45fdd3d1d3638821f41e032f170en3h7,546052631.75,2785013157894.75,,1.0,1.2857142857142858,2785013157894.75,1289473684.5,5430210526316.0,,2,52631579.0,154105263158.0,,1,14,0,18,0,12,13,17,9,3.316597415717913e+17,0.21978021978021983
d2ebe13374f25a12865d50c17af1dad7yspzq,2607894736.7,6095421052631.4375,-630508771929.6666,1.0434782608695652,1.3043478260869565,8505999999999.75,6157894736.5,15496578947368.0,-630508771929.6666,5,115789473.8,894736842.0,-630508771929.6666,1,23,0,30,0,7,21,28,11,6.701782086201259e+18,0.766798418972332
b9c59dcf41cd0a7ba779154872019cabmohkm,2714181286.5277777,3922583333333.472,-373684210526.1667,1.0,1.5263157894736843,4829008771930.0,9394736842.5,20628473684211.0,894736842.0,4,78947368.5,1789473684.5,-1119421052631.5,1,19,0,29,0,3,19,19,16,1.5559267597197246e+19,0.8187134502923976
5201935b289665a197e38f747882948fjt867,,,,1.0,1.0,,,,,1,,,,1,5,0,5,0,1,4,5,5,,0.0
53d9e7fa087a0dab6a472bfbfb694622jv072,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,2,2,2,2,,0.0
29b8af2fea3881ef61911612372dac41vczqv,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
bef84146ac1e2f21e928e06ede1404793bfnx,,,,1.0,1.0,,,,,1,,,,1,6,0,6,0,2,5,6,2,,0.0
14e29ea004067aace14ee4543876a06365os8,42105263.2,5740907894736.75,108035087719.0,1.0,2.0,22963631578947.0,42105263.2,5740907894736.75,108035087719.0,5,42105263.2,5740907894736.75,108035087719.0,1,4,0,8,0,2,2,4,3,,4.0
ff3ae9450581aa3de5d2326f70e39d20w8fbl,105263157.5,7227894736842.0,,1.0,1.3333333333333333,7227894736842.0,105263157.5,7227894736842.0,,2,105263157.5,7227894736842.0,,1,3,0,4,0,2,3,3,4,,0.3333333333333335
4b9bf4cf1085e9d839e833e4b9d40f2a8ps14,4973684210.5,2578947369.0,,1.0666666666666667,1.0666666666666667,2578947369.0,4973684210.5,2578947369.0,,2,4973684210.5,2578947369.0,,1,15,0,16,0,5,13,15,9,,0.06666666666666668
91d9b706f63537c5fc0027c50b0e3b06qpdgz,11025480367.5291,2152994443121.3604,-2477334795321.5557,1.0,9.0,9488614035087.666,32473684210.333332,5226947368421.0,81232456140.33333,18,271929824.6111111,498869969040.2353,-7533789473684.0,1,4,0,36,0,2,2,33,1,3.450199532831708e+20,68.66666666666667
8e1f8e5907b3cc256a2a57ae9ac81e063gbz4,35087719.333333336,4010815789473.5,3560052631579.0,1.0,3.0,8021631578947.0,35087719.333333336,4010815789473.5,3560052631579.0,3,35087719.333333336,4010815789473.5,3560052631579.0,3,1,0,3,0,3,3,3,3,,
c963c2dcbeeb0b7051bd3a6a87483ce6i98xx,478070175.5,8621355263157.875,12331999999999.5,1.0,1.6666666666666667,14239052631579.0,710526315.5,11235526315789.5,12332736842105.0,3,26315789.5,4023789473684.0,12331263157894.0,1,9,0,15,0,4,5,14,4,9.410587871252698e+16,0.75
3f977186d125ef8bcbee0c1562c7ced2b4utq,37593985.0,1901971659919.0,-28631578947.333332,1.0,14.0,24725631578947.0,37593985.0,1901971659919.0,-28631578947.333332,14,37593985.0,1901971659919.0,-28631578947.333332,14,1,0,14,0,5,2,14,4,,
acf06eabed56f179cf32ab60b6b076820ajls,5330409356.722222,1419003508772.3333,870776315789.5,1.0,2.4,5682526315789.667,12789473684.5,3197642105263.0,870776315789.5,6,43859649.166666664,438736842106.0,870776315789.5,1,5,0,12,0,4,2,12,3,4.4152534115731e+19,4.3
afb1d898d15663a9477870391cf39b697gso2,499999999.8333334,6009460526315.75,11561605263157.5,1.0,3.0,12018921052631.5,929824561.3333334,11798263157894.5,23491999999999.0,3,70175438.33333333,220657894737.0,-368789473684.0,3,2,0,6,0,2,2,6,2,3.6949830733733466e+17,0.0
c8d3fc73c1a41bf92a5e4982eb6cf78du8gg5,263157894.66666666,2332578947368.5,-4569368421053.0,1.0,1.2,4665157894737.0,263157894.66666666,2332578947368.5,-4569368421053.0,3,263157894.66666666,2332578947368.5,-4569368421053.0,1,10,0,12,0,3,10,12,7,,0.39999999999999997
20a2d48ac3400228e7a0296aaa596a0fvckdc,,,,1.0,1.0,,,,,1,,,,1,5,0,5,0,3,5,5,4,,0.0
cf4eb0f68d47e6d4b92befd0b8fff39a098cd,,,,1.0,1.0,,,,,1,,,,1,4,0,4,0,2,4,4,3,,0.0
bba40511c6e56070602e8dde4229ff923zbuq,,,,1.0,1.0,,,,,1,,,,1,10,0,10,0,8,9,10,6,,0.0
84d75f71a61667cd327367453b4c0d2frury9,614035087.6666666,10657894737.0,6578947368.0,1.0,1.5,21315789474.0,614035087.6666666,10657894737.0,6578947368.0,3,614035087.6666666,10657894737.0,6578947368.0,1,4,0,6,0,2,5,5,5,,1.0
820dc943d26965d377be315497837bba5iz67,675438596.5,5429592105263.25,-1337184210526.5,1.0,1.2222222222222223,10859184210526.5,842105263.0,6386184210526.5,6261526315789.0,3,508771930.0,4473000000000.0,-8935894736842.0,1,18,0,22,0,3,17,20,9,5.555555544444442e+16,0.4183006535947712
86e698821a8aada613bfca1356d8cb7dopnv8,4719298246.0,156684210526.0,23473684210.0,1.0,1.25,313368421052.0,4719298246.0,156684210526.0,23473684210.0,3,4719298246.0,156684210526.0,23473684210.0,1,8,0,10,0,3,5,9,1,,0.5
7da6a36817cf2d8c3be218a32ab25550c8kg7,57894736.7,1292498614958.4736,59909356725.166664,1.0,5.75,24557473684211.0,57894736.7,1292498614958.4736,59909356725.166664,20,57894736.7,1292498614958.4736,59909356725.166664,1,4,0,23,0,1,14,20,3,,90.25
30ef7862d69b3440ebf2726ee85a0b8397ta7,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,1,2,2,1,,0.0
84560dfb1400fe920a29ca2c728acf1e25eli,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,2,2,2,2,,0.0
28aa6c505e308e49e586e25e1897ed2axjiy0,3052631579.0,5939052631578.0,,1.0,1.0769230769230769,5939052631578.0,3052631579.0,5939052631578.0,,2,3052631579.0,5939052631578.0,,1,13,0,14,0,4,9,12,8,,0.07692307692307694
7114afc59caf2cbaf6ec1733922065f3uz34p,1626315789.4,2093168421052.8,,1.0526315789473684,1.263157894736842,2093168421052.8,4263157894.5,9978526315790.0,,2,263157894.5,1473684211.0,,1,19,0,24,0,2,13,15,10,2.884141273845982e+18,0.20467836257309951
c8a99985c7bf230f475a8e9be6a17d7a08r3x,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,1,2,2,2,,0.0
f3a249f6a5c2c88ddd8bccb1f8a85fe52xnkq,7474658869.351851,4727888888889.0,-4947368420.0,1.0555555555555556,1.2777777777777777,4728467836257.444,32315789474.0,19412578947369.0,-4947368420.0,3,500000000.5,421052632.0,-4947368420.0,1,36,0,46,0,18,36,41,12,1.0595528325138476e+20,0.26349206349206344
a9229b83f54a5f44a69e65b9b3aa7aa26qcon,29710526316.5,284263157895.0,,1.0,1.1428571428571428,284263157895.0,29710526316.5,284263157895.0,,2,29710526316.5,284263157895.0,,1,7,0,8,0,4,5,7,2,,0.14285714285714293
4997f0d7074a1d9f8bedf5575b6a4372w7nro,3508771930.0,10578947368.5,7473684211.0,1.0,1.2222222222222223,21157894737.0,3508771930.0,10578947368.5,7473684211.0,3,3508771930.0,10578947368.5,7473684211.0,1,9,0,11,0,1,8,7,8,,0.4444444444444444
7d72bde2e297ee81296adb4fd56e8800p7lbe,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
1b26a52e1e5980c8487bb35cf5027fdfwfnzp,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,1,2,2,1,,0.0
d9dfeadc7e0e844ffea3cfc706daae5dt2hhg,871929824.3666666,10496889473684.1,8168342105263.5,1.0238095238095237,1.3333333333333333,12713031578947.2,1754385965.0,22163052631579.0,8510789473684.0,3,368421052.3333333,1969052631579.0,7825894736843.0,1,21,0,28,0,4,14,14,11,3.227762390641505e+17,0.43333333333333324
7959bd565852dd880cd31278fab3660fuaqyw,118482152510.82462,492080263157.96375,-208849653558.04318,1.371474358974359,8.153846153846153,4064657894737.0,304201754385.6667,1062078947368.5,172605263157.75,19,2184210526.5,3473684211.0,-2115842105263.0,1,13,0,106,0,2,46,43,45,1.0664409581306115e+22,43.307692307692314
baf1aa59ebedbacea2ca418c5aa83888imys2,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,1,2,2,2,,0.0
ddc6dc00f416ce10f23b57ebf758c2eeawzjw,26938596491.125,7069217105262.875,8869421052632.334,1.0384615384615385,1.5384615384615385,13154644736841.75,102368421052.5,9483921052631.5,17719263157895.0,3,1543859649.0,3935157894736.0,-2902421052631.0,1,13,0,20,0,2,11,17,2,2.5287872165775933e+21,0.7692307692307692
6cd1bd77bbf2af6a2c6e535192af628by3h22,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
0c5992f18244e24d2d7b4708a512378729eev,13482561264.258783,371860925229.66583,-191731299840.487,2.3062015503875966,3.372093023255814,474947368420.9667,56210526315.5,8200473684210.0,333105263159.0,9,105263158.0,368421052.0,-4552052631580.0,1,43,0,145,0,7,1,7,2,2.7176377982978933e+20,5.572535991140642
92ce3c44edd41ad3222481daac1ead35bouwj,78947368.5,8002684210526.0,,1.0,1.3333333333333333,8002684210526.0,78947368.5,8002684210526.0,,2,78947368.5,8002684210526.0,,1,3,0,4,0,4,3,4,3,,0.3333333333333335
a116e727a3dc0b69f5e7ae14d0ab40d44breq,2757309941.5,1761605263157.8333,576210526316.2,1.0,1.8181818181818181,4432947368420.667,7921052631.5,2348263157895.0,1123842105264.0,7,52631579.0,1269368421052.5,28578947368.4,1,11,0,20,0,4,11,17,12,2.0013260489943572e+19,3.3636363636363633
5c32e357936f8977277d9b23d8f09f34v41wt,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,1,1,2,1,,0.0
f186d292f4e83f70a92c97f92993f655ygqzw,763157895.0,5792000000000.0,,1.0,1.125,5792000000000.0,763157895.0,5792000000000.0,,2,763157895.0,5792000000000.0,,1,8,0,9,0,2,5,6,2,,0.125
74ae4f7b1692dc42622696303d9d4d763vksg,,,,1.0,1.0,,,,,1,,,,1,4,0,4,0,1,3,4,3,,0.0
4de568a9b480f0dcd3f2ac385121d75bbpy82,52631579.0,5337368421053.0,,1.0,2.0,5337368421053.0,52631579.0,5337368421053.0,,2,52631579.0,5337368421053.0,,2,1,0,2,0,1,1,2,1,,
9ab00034c9b00521ce121adb5dd4aa15tlhc4,13434210526.25,5842210526315.5,,1.0,1.2857142857142858,5842210526315.5,26789473684.0,11063736842105.0,,2,78947368.5,620684210526.0,,1,7,0,9,0,3,2,9,3,3.5672610802550905e+20,0.23809523809523814
0b68888358a492884e3885bcd73ea63bhxidk,35087719.333333336,12126736842105.0,4822631578948.0,1.0,2.0,24253473684210.0,35087719.333333336,12126736842105.0,4822631578948.0,3,35087719.333333336,12126736842105.0,4822631578948.0,1,2,0,4,0,3,2,4,3,,2.0
5c2d250afe88df6e4ca3ff08d991eb67s5erh,39473684.25,8083842105263.0,4898526315789.5,1.0,2.5,24251526315789.0,39473684.25,8083842105263.0,4898526315789.5,4,39473684.25,8083842105263.0,4898526315789.5,1,2,0,5,0,3,2,5,2,,4.5
ed5ee107143980558fae26c1b5c7b81a82spj,269537480.1212121,1537023684210.5,2370777777777.778,1.0,7.0,5880131578947.0,491228070.3333333,2372526315789.5,4607052631579.0,11,47846889.90909091,701521052631.5,134502923976.55556,3,2,0,14,0,1,1,12,5,9.829343557719731e+16,32.0
3a8124eb9fd3977e43f5e0762d9a09d536rob,394736842.5,198052631579.0,,1.0,1.5,198052631579.0,394736842.5,198052631579.0,,2,394736842.5,198052631579.0,,1,2,0,3,0,2,2,2,3,,0.5
76a8a9566e21595a1ac06cc0050626c1q7a83,,,,1.0,1.0,,,,,1,,,,1,15,0,15,0,4,10,13,13,,0.0
245b584befa6a5b8c759491f5f3db580p2m5v,24815789473.5,6089263157895.0,,1.0,1.3333333333333333,6089263157895.0,24815789473.5,6089263157895.0,,2,24815789473.5,6089263157895.0,,1,3,0,4,0,1,3,3,2,,0.3333333333333335
c8d972b803b46212369cf1b480328dcehb9jl,17543859.666666668,4947842105263.5,8415368421053.0,1.0,1.6666666666666667,9895684210527.0,17543859.666666668,4947842105263.5,8415368421053.0,3,17543859.666666668,4947842105263.5,8415368421053.0,1,3,0,5,0,3,4,4,3,,1.333333333333333
1982c4b164171180d480166feae881ecmxsgl,,,,1.0,1.0,,,,,1,,,,1,6,0,6,0,1,4,6,2,,0.0
9774dc752f855f07b9c00eb7018b607c0ymxo,3304093567.1666665,6160807017544.167,-7592052631578.5,1.02,1.2,9280491228070.666,7315789473.5,9123368421053.0,-493473684210.0,3,719298245.6666666,247315789474.0,-14690631578947.0,1,25,0,30,0,6,21,29,17,1.2405458088968808e+19,0.3333333333333333
786cb68d5d2012dedaf70257449090f2hfb88,17543859.666666668,5261684210526.0,-10518210526316.0,1.0,1.5,10523368421052.0,17543859.666666668,5261684210526.0,-10518210526316.0,3,17543859.666666668,5261684210526.0,-10518210526316.0,1,4,0,6,0,2,4,5,3,,1.0
bd29e36cbb063cbb96ece76680ffd9121dy90,105263158.0,15526315789.0,,1.0,1.2,15526315789.0,105263158.0,15526315789.0,,2,105263158.0,15526315789.0,,1,5,0,6,0,4,4,5,5,,0.19999999999999996
7a9519ae09e328b09d18473f96ef075fzrs1v,894736842.0,1540263157895.0,,1.0,1.3333333333333333,1540263157895.0,894736842.0,1540263157895.0,,2,894736842.0,1540263157895.0,,1,3,0,4,0,1,3,3,3,,0.3333333333333335
b5a92183d20e5ca98da4065c874e0b9dezbhx,47074448966.05645,1891590083610.5261,-659474283938.2843,1.0364271334072885,5.719298245614035,4554411306042.889,921030075187.8572,12135578947368.0,2211289473684.0,147,52631579.0,38578947369.0,-8346315789473.0,1,57,0,326,1,7,69,188,218,3.106657290349209e+22,394.062656641604
3e0bbd7d75cf543a56919ff5069b31a9gcbql,1689473684.1166666,1511638269402.1611,6129764065.344828,1.0,7.666666666666667,13331815789473.5,3315789473.5,2615684210526.0,6129764065.344828,60,63157894.733333334,407592328278.322,6129764065.344828,1,9,0,69,0,13,39,60,29,5.28980609359507e+18,385.25
be3bec53b42be118ef2a87fc40db7311k4as3,38596491.2,1487624060150.4285,778121457489.8462,1.0,15.0,20826736842106.0,38596491.2,1487624060150.4285,778121457489.8462,15,38596491.2,1487624060150.4285,778121457489.8462,15,1,0,15,0,8,12,13,11,,
d6d68e218a6cafa246ed31185b09e1e1fsu8x,119526315790.0,235631578947.0,,1.0,1.3333333333333333,235631578947.0,119526315790.0,235631578947.0,,2,119526315790.0,235631578947.0,,1,3,0,4,0,1,1,1,1,,0.3333333333333335
aba1120a5b13cf72c1d52c0dac8aafc67nmoh,131578947.25,5173921052631.5,,1.0,1.4,5173921052631.5,131578947.5,9814052631579.0,,2,131578947.0,533789473684.0,,1,5,0,7,0,3,4,5,1,0.0,0.2999999999999998
3995d9ce0cebd62d77cb8add067d93e15oezc,70175438.66666667,9082368421052.5,8074842105263.0,1.0,3.0,18164736842105.0,70175438.66666667,9082368421052.5,8074842105263.0,3,70175438.66666667,9082368421052.5,8074842105263.0,3,1,0,3,0,1,1,3,1,,
76f7e6c70f2b84d885b23e2b2831e113ueqo2,4383040935.5,1172508771929.8333,-1424000000001.0,1.0,1.6666666666666667,1969631578947.3333,12157894737.0,2391368421052.5,-1424000000001.0,3,438596491.0,2263157895.0,-1424000000001.0,1,6,0,10,0,5,8,9,2,4.533951472631952e+19,0.6666666666666664
313bb0007cbdd82f326d58c96847294c9hz4k,26315789.5,5160526315789.0,,1.0,1.25,5160526315789.0,26315789.5,5160526315789.0,,2,26315789.5,5160526315789.0,,1,4,0,5,0,2,3,5,3,,0.25
acaec0b9f72bf4ab4318f3244344589b3700a,37593985.0,2198043859649.0,1464936842105.2,1.0,4.0,13188263157894.0,37593985.0,2198043859649.0,1464936842105.2,7,37593985.0,2198043859649.0,1464936842105.2,1,2,0,8,0,3,6,8,5,,18.0
b9d861ce6162179a4b008b63e7fae80fjoywx,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
a8a2547a9153038fbb9fc66d2425d9a7efr68,67669172.90476191,1124568421052.6,89240997229.89473,1.0,4.333333333333333,22491368421052.0,67669172.90476191,1124568421052.6,89240997229.89473,21,67669172.90476191,1124568421052.6,89240997229.89473,1,6,0,26,0,11,22,26,9,,66.66666666666666
1d69e006699adba0c79ab06f2f622445nuu63,573701754385.9166,893434210526.25,1248578947369.0,1.1428571428571428,1.4285714285714286,1280447368421.0,1129421052631.5,1012842105263.0,1248578947369.0,3,17982456140.333332,774026315789.5,1248578947369.0,1,7,0,10,0,1,4,3,8,6.176478768851275e+23,0.619047619047619
18076726ec814a6f56da2cb9ea89d105j8vpm,4473684210.5,988684210526.0,,1.0,1.0909090909090908,988684210526.0,4473684210.5,988684210526.0,,2,4473684210.5,988684210526.0,,1,11,0,12,0,4,8,9,5,,0.09090909090909083
b232fdca7cb98028e8945005f619fb28p8788,210526315.75,11784605263158.0,,1.0,1.5,11784605263158.0,236842105.0,13436157894737.0,,2,184210526.5,10133052631579.0,,1,4,0,6,0,5,6,5,3,1385041527700832.0,0.3333333333333333
b3dc6151c6813688d0423dbab13d3f19crw2w,1192105263.1,995459064327.3334,-94868421052.625,1.0909090909090908,1.9090909090909092,8948184210526.0,2342105263.0,1988181286549.6667,-94868421052.625,10,42105263.2,2736842105.0,-94868421052.625,1,11,0,21,0,3,18,19,7,2.644999999540001e+18,7.290909090909091
790c497536a2a9fe080c3b2ee6d5eeb9caiv8,,,,1.0,1.0,,,,,1,,,,1,4,0,4,0,2,4,4,4,,0.0
03a1e81cb7bcd15014489a6f752c9d5b7pvel,9367105263.3,262598245614.05,14690789473.875,1.3888888888888888,2.0,269168421052.6,35842105263.5,2517315789474.0,43473684210.0,4,1026315789.5,578947369.0,842105264.0,1,15,0,30,0,3,4,4,6,1.0951716789022961e+20,0.8571428571428571
1a5d7993b43386f64fcf4b84e7b183a6ref21,1450350877.1844444,2557416140350.8403,-1055847807017.5999,1.0462962962962963,2.5555555555555554,9113807017543.8,5315789474.0,6004263157894.667,2806526315789.0,6,17543859.666666668,2263157895.0,-4019368421052.5,1,27,0,69,0,8,17,32,44,1.9698397092112986e+18,3.4102564102564097
a3c2ba79963b637f15086e6255a46253lwpnb,5289473684.0,315789474.0,,1.1666666666666667,1.1666666666666667,315789474.0,5289473684.0,315789474.0,,2,5289473684.0,315789474.0,,1,6,0,7,0,2,3,6,1,,0.1666666666666668
35a02f50226eeda275b29a09acef2177k95eb,,,,1.0,1.0,,,,,1,,,,1,5,0,5,0,1,4,4,4,,0.0
fbca8e44d824faa1fa6b99325758ff19vi94a,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
7c0add0ef85bb5194e95ceaea737f90fyv13c,,,,1.0,1.0,,,,,1,,,,1,9,0,9,0,3,7,8,7,,0.0
8473148f069a890b7323fe8316861a71qoxv1,7098684210.5,9491526315789.5,,1.0434782608695652,1.173913043478261,9491526315789.5,19842105263.5,15626473684210.0,,2,289473684.0,2947368421.0,,1,23,0,27,0,10,21,24,3,8.412113342930425e+19,0.15019762845849804
a1922a9ee4f9f5d03fe11816c2cc3eb9ivcbp,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,2,2,2,2,,0.0
786fd201d9c952bc3453d4b3a6fa64046d8wb,5666666666.666667,13813807017544.334,,1.0,1.6,13813807017544.334,14184210526.5,13816526315790.0,,2,710526315.5,13809315789474.0,,1,5,0,8,0,2,2,3,2,5.48977377680951e+19,0.2999999999999998
e833712b1e29ffe74517e2dadcb4f2d1pt5t3,8896028551.76088,2517072629490.337,568676212175.5851,1.0218571428571428,3.5,7619540350877.033,64868421052.5,12237631578947.0,13800052631579.0,17,26315789.5,4631578947.5,-3464192982456.0,1,50,1,175,0,2,48,100,13,2.0413374965239438e+20,11.846938775510203
2c581ec91825362ab66a7ffa05df5e70hl3h3,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
036a4050a5dd65e70f0f613ec2e38a74re026,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,1,2,2,2,,0.0
af14436f293c40a9904d9f06a323215bf7zdr,12578947368.333334,9641763157895.0,18933315789474.0,1.0,3.0,19283526315790.0,12578947368.333334,9641763157895.0,18933315789474.0,3,12578947368.333334,9641763157895.0,18933315789474.0,3,1,0,3,0,1,3,2,2,,
7259271b61d2f05200eb2e1ab1d2ec911jlaa,9624156545.207691,2099911898335.6116,252436403508.57144,1.0390625,2.0625,4764534412955.538,98842105263.0,8048052631579.0,2777947368421.0,10,78947368.5,52631579.0,-1055368421054.0,1,32,1,66,1,9,33,52,56,7.226096599722095e+20,3.8024193548387095
f5ab013f90cb8890d33c6a309798204155q15,,,,1.0,1.0,,,,,1,,,,1,4,0,4,0,1,4,4,2,,0.0
662b66b1227816c2f9017cadbc148381alne2,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,2,2,2,2,,0.0
a74e3962ca26514976056bae3c46d579emz6y,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
45e4c7fe66077b5b7b338f19f476f9d85jlk0,63157894.8,3893355263158.0,-2571070175438.6665,1.0,5.0,15573421052632.0,63157894.8,3893355263158.0,-2571070175438.6665,5,63157894.8,3893355263158.0,-2571070175438.6665,5,1,0,5,0,5,5,5,3,,
167008af05d4feaa636a565f6f83ec61a6ogj,1651315789.2083335,3478690789473.625,-5575631578947.0,1.0,1.3846153846153846,5258486842105.25,2368421052.3333335,7119184210526.5,-5575631578947.0,3,578947368.0,1248210526316.0,-5575631578947.0,1,13,0,18,0,1,5,4,7,5.952793167557325e+17,0.4230769230769231
4070f6ad5da385ba11cc99183817eb20h69v1,6245614035.0,1076736842105.0,2142947368420.0,1.0384615384615385,1.1538461538461537,2153473684210.0,6245614035.0,1076736842105.0,2142947368420.0,3,6245614035.0,1076736842105.0,2142947368420.0,1,13,0,15,0,8,12,12,9,,0.30769230769230776
b27db6c048fa41b496dfd3423226bb0923yfv,39473684.25,3273035087719.3335,-2958368421053.0,1.0,2.5,9819105263158.0,39473684.25,3273035087719.3335,-2958368421053.0,4,39473684.25,3273035087719.3335,-2958368421053.0,1,2,0,5,0,3,4,4,4,,4.5
1e13eba969b6b953688c9e945544ac4741ilj,,,,1.0,1.0,,,,,1,,,,1,8,0,8,0,3,7,7,1,,0.0
64885ec89a54c64598b2d196e1fe2e351cd60,52631579.0,3811736842105.0,,1.0,1.125,3811736842105.0,52631579.0,3811736842105.0,,2,52631579.0,3811736842105.0,,1,8,0,9,0,2,8,9,7,,0.125
d13cd9e0a7b95c0a35f3456014865230qku5q,1263157894.3333333,5833421052631.5,-9255368421053.0,1.0,1.3333333333333333,11666842105263.0,1263157894.3333333,5833421052631.5,-9255368421053.0,3,1263157894.3333333,5833421052631.5,-9255368421053.0,1,6,0,8,0,8,7,8,6,,0.6666666666666667
ff566c87f2babf3dcd67be286e1c6666cxzh1,,,,1.0,1.0,,,,,1,,,,1,3,0,3,0,2,3,3,3,,0.0
f60edfe5177cab56896a9d6860995095cl1bb,52631579.0,18965578947368.0,,1.0,1.5,18965578947368.0,52631579.0,18965578947368.0,,2,52631579.0,18965578947368.0,,1,2,0,3,0,2,2,3,2,,0.5
e54c3b01eab75ad3a616d56dd06ebef758ua8,0.0,8768368421053.0,,1.0,1.5,8768368421053.0,0.0,8768368421053.0,,2,0.0,8768368421053.0,,1,2,0,3,0,2,2,3,2,,0.5
b37b352197594dae96bb9219bf59d656oz79f,1070175438.4166666,3727999999999.778,375394736842.0,1.0,1.7142857142857142,4039789473684.0,2184210526.25,5414526315789.0,375394736842.0,4,0.0,467684210526.3333,375394736842.0,1,7,0,12,0,2,11,6,10,1.1941366573805402e+18,1.238095238095238
53f61a2f33e8b07e49da643af49884782vzdu,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,1,2,2,2,,0.0
ca68a41b3a4062f154dc1ae8456cd792d6kp1,1833333333.3333333,1929228070175.3333,,1.0,1.1666666666666667,1929228070175.3333,4815789474.0,5370421052631.0,,2,263157894.5,70052631579.0,,1,18,0,21,0,6,13,18,6,6.677516160243305e+18,0.14705882352941177
35b111da8e919bb34e80511be9cbd128pjjdm,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
c353286290001e0943ed9bb160145c42etrf8,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
465c4f2ad08cc1e5f7a5e1e3ac75654ealh0g,736842105.0,4959473684210.0,,1.0,1.1,4959473684210.0,736842105.0,4959473684210.0,,2,736842105.0,4959473684210.0,,1,10,0,11,0,5,11,11,2,,0.10000000000000003
a4630d8b78c796441a1be187f6907b11c5eu0,4265263157.87,2348298245613.8335,-190411899313.47827,1.0,4.125,12444894736841.5,8473684210.5,3818631578947.0,-190411899313.47827,25,56842105.24,877964912280.6666,-190411899313.47827,1,8,0,33,0,8,21,30,16,3.5421615512438792e+19,71.26785714285714
5e5d3410ca3605694b3c75b2274efd44c9vru,0.0,2120500000000.0,4220473684210.0,1.0,3.0,4241000000000.0,0.0,2120500000000.0,4220473684210.0,3,0.0,2120500000000.0,4220473684210.0,3,1,0,3,0,2,2,2,2,,
783d5c219ff84cc0517f59a39bb98e18st85m,1684210526.0,4981842105264.0,,1.0,1.25,4981842105264.0,1684210526.0,4981842105264.0,,2,1684210526.0,4981842105264.0,,1,4,0,5,0,2,2,3,1,,0.25
5e611461283a5c3e49b5bfbf9c33b7391ce3h,207602339.38888887,3857543859649.1665,-2068736842105.5,1.0,1.4545454545454546,4708228070175.333,289473684.5,9020578947369.0,33894736842.0,3,157894737.0,178789473684.0,-4171368421053.0,1,11,0,16,0,1,10,15,5,5104134615727928.0,0.6727272727272726
8b4bcc98fa4666b22c7a17c9a4b93ebenlmlb,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,2,2,2,1,,0.0
